"doc_id"	"term"	"freq"
"1684"	"1"	"ordinario"	1
"1685"	"1"	"vicinare"	1
"1686"	"1"	"creare"	5
"1687"	"1"	"caos"	2
"1688"	"1"	"provoca"	2
"1689"	"1"	"meglio"	18
"1690"	"1"	"addirittura"	2
"1691"	"1"	"perseguitare"	1
"1692"	"1"	"urtare"	3
"1693"	"1"	"nemmeno"	2
"1694"	"1"	"rivolgere"	2
"1695"	"1"	"movimento"	5
"1696"	"1"	"meta"	1
"1697"	"1"	"vivanda"	1
"1698"	"1"	"saltare"	6
"1699"	"1"	"cinta"	1
"1700"	"1"	"richiamarlo"	1
"1701"	"1"	"complice"	3
"1702"	"1"	"universitario"	2
"1703"	"1"	"pa"	1
"1704"	"1"	"indietro"	1
"1705"	"1"	"avanti"	2
"1706"	"1"	"ovviamente"	6
"1707"	"1"	"stretto"	1
"1708"	"1"	"grida"	2
"1709"	"1"	"gett"	1
"1710"	"1"	"paralizzare"	2
"1711"	"1"	"Mah"	1
"1712"	"1"	"ahimÃ©"	1
"1713"	"1"	"felicitÃ"	2
"1714"	"1"	"ricevere"	1
"1715"	"1"	"bestemmio"	1
"1716"	"1"	"riposare"	6
"1717"	"1"	"banchino"	2
"1718"	"1"	"improvisamente"	1
"1719"	"1"	"urlo"	2
"1720"	"1"	"gridante"	2
"1721"	"1"	"biosogno"	1
"1722"	"1"	"malvivente"	2
"1723"	"1"	"incapace"	1
"1724"	"1"	"muovere"	6
"1725"	"1"	"preoccupato"	1
"1726"	"1"	"ferito"	1
"1727"	"1"	"intromettere"	1
"1728"	"1"	"altrui"	1
"1729"	"1"	"amato"	1
"1730"	"1"	"comportare"	8
"1731"	"1"	"gentiluomo"	2
"1732"	"1"	"ascolto"	1
"1733"	"1"	"noia"	1
"1734"	"1"	"Federico"	7
"1735"	"1"	"documento"	2
"1736"	"1"	"contratto"	3
"1737"	"1"	"cliente"	3
"1738"	"1"	"cura"	1
"1739"	"1"	"stampigliare"	1
"1740"	"1"	"firmare"	2
"1741"	"1"	"stampiglia"	1
"1742"	"1"	"magari"	5
"1743"	"1"	"oceare"	1
"1744"	"1"	"motoscafo"	1
"1745"	"1"	"abbronzzare"	1
"1746"	"1"	"infinito"	1
"1747"	"1"	"isoletto"	1
"1748"	"1"	"timoniere"	1
"1749"	"1"	"camicia"	1
"1750"	"1"	"svolazzante"	1
"1751"	"1"	"ventuccio"	1
"1752"	"1"	"canticchiare"	1
"1753"	"1"	"succeddo"	1
"1754"	"1"	"assomigliare"	1
"1755"	"1"	"piuttosto"	6
"1756"	"1"	"accigliare"	1
"1757"	"1"	"acciagliare"	1
"1758"	"1"	"sguardo"	2
"1759"	"1"	"piÃ¹.."	1
"1760"	"1"	"pila"	1
"1761"	"1"	"noioso"	6
"1762"	"1"	"banco"	4
"1763"	"1"	";"	7
"1764"	"1"	"sopporgere"	2
"1765"	"1"	"rabbia"	4
"1766"	"1"	"panciata"	1
"1767"	"1"	"cascare"	1
"1768"	"1"	"m"	2
"1769"	"1"	"ammirazione"	1
"1770"	"1"	"riconoscenza"	1
"1771"	"1"	"innamora"	1
"1772"	"1"	"trattare"	12
"1773"	"1"	"scherzo"	2
"1774"	"1"	"partita"	1
"1775"	"1"	"scendere"	3
"1776"	"1"	"direzione"	2
"1777"	"1"	"familiare"	1
"1778"	"1"	"immagine"	5
"1779"	"1"	"valiggiare"	1
"1780"	"1"	"arrovesciare"	1
"1781"	"1"	"contenuto"	1
"1782"	"1"	"aggiustare"	1
"1783"	"1"	"cabina"	1
"1784"	"1"	"telefonico"	1
"1785"	"1"	"devastare"	1
"1786"	"1"	"vagabondo"	1
"1787"	"1"	"testimone"	4
"1788"	"1"	"disinteso"	1
"1789"	"1"	"personne"	1
"1790"	"1"	"tattoo"	1
"1791"	"1"	"tracolla"	1
"1792"	"1"	"battere"	3
"1793"	"1"	"violento"	1
"1794"	"1"	"ringrazio"	1
"1795"	"1"	"fiatto"	1
"1796"	"1"	"perplesso"	2
"1797"	"1"	"ferroviario"	3
"1798"	"1"	"salla"	1
"1799"	"1"	"trarre"	1
"1800"	"1"	"pacco"	6
"1801"	"1"	"rurre"	2
"1802"	"1"	"tazza"	8
"1803"	"1"	"barba"	2
"1804"	"1"	"fuma"	1
"1805"	"1"	"mecanico"	1
"1806"	"1"	"passÃ²"	1
"1807"	"1"	"collo"	3
"1808"	"1"	"esitÃ²"	1
"1809"	"1"	"ArrivÃ²"	1
"1810"	"1"	"corsa"	2
"1811"	"1"	"atterrÃ²"	1
"1812"	"1"	"mascalzone"	1
"1813"	"1"	"accaddere"	1
"1814"	"1"	"infelice"	1
"1815"	"1"	"groppo"	1
"1816"	"1"	"golla"	1
"1817"	"1"	"co"	4
"1818"	"1"	"torvo"	1
"1819"	"1"	"caffÃ¨"	4
"1820"	"1"	"effuso"	1
"1821"	"1"	"oltre"	5
"1822"	"1"	"rifiuto"	1
"1823"	"1"	"destrare"	1
"1824"	"1"	"illuminare"	1
"1825"	"1"	"mica"	1
"1826"	"1"	"cittÃ"	3
"1827"	"1"	"destato"	1
"1828"	"1"	"locale"	3
"1829"	"1"	"Bianco"	1
"1830"	"1"	"comodamente"	1
"1831"	"1"	"scena"	11
"1832"	"1"	"coniuge"	1
"1833"	"1"	"fronte"	3
"1834"	"1"	"protagonista"	2
"1835"	"1"	"socCORRerla"	1
"1836"	"1"	"pronto"	14
"1837"	"1"	"atterrare"	1
"1838"	"1"	"aggressore"	2
"1839"	"1"	"mirato"	1
"1840"	"1"	"Bianchi"	2
"1841"	"1"	"offesa"	1
"1842"	"1"	"perfino"	3
"1843"	"1"	"minaccia"	1
"1844"	"1"	"audace"	1
"1845"	"1"	"tentare"	1
"1846"	"1"	"Verona"	4
"1847"	"1"	"unico"	10
"1848"	"1"	"assistere"	2
"1849"	"1"	"film"	6
"1850"	"1"	"regista"	1
"1851"	"1"	"Franco"	3
"1852"	"1"	"Nitto"	2
"1853"	"1"	"attore"	1
"1854"	"1"	"posizione"	3
"1855"	"1"	"avviso"	1
"1856"	"1"	"sospeso"	1
"1857"	"1"	"ciac"	1
"1858"	"1"	"Parini"	1
"1859"	"1"	"recitare"	1
"1860"	"1"	"stavolta"	1
"1861"	"1"	"recidivo"	1
"1862"	"1"	"prigione"	1
"1863"	"1"	"alarmare"	1
"1864"	"1"	"falso"	1
"1865"	"1"	"fischio"	1
"1866"	"1"	"sirena"	2
"1867"	"1"	"poliziesco"	1
"1868"	"1"	"scontrare"	1
"1869"	"1"	"paio"	1
"1870"	"1"	"immischiare"	1
"1871"	"1"	"flusso"	2
"1872"	"1"	"travolgente"	1
"1873"	"1"	"ristoro"	1
"1874"	"1"	"impaurire"	1
"1875"	"1"	"scossa"	1
"1876"	"1"	"rovescia"	1
"1877"	"1"	"elemento"	3
"1878"	"1"	"amoroso"	2
"1879"	"1"	"sequenza"	1
"1880"	"1"	"ritrarre"	1
"1881"	"1"	"separare"	2
"1882"	"1"	"baco"	1
"1883"	"1"	"fervido"	1
"1884"	"1"	"durerÃ"	1
"1885"	"1"	"istante"	3
"1886"	"1"	"puntare"	1
"1887"	"1"	"malvagio"	1
"1888"	"1"	"mezzogiorno"	3
"1889"	"1"	"oretta"	1
"1890"	"1"	"bercio"	1
"1891"	"1"	"ripercuotere"	1
"1892"	"1"	"berciare"	1
"1893"	"1"	"etÃ"	3
"1894"	"1"	"omaccione"	2
"1895"	"1"	"educare"	1
"1896"	"1"	"proteggere"	1
"1897"	"1"	"debole"	1
"1898"	"1"	"oppresso"	1
"1899"	"1"	"intervenire"	4
"1900"	"1"	"Inferire"	1
"1901"	"1"	"levare"	1
"1902"	"1"	"salvezza"	2
"1903"	"1"	"nulla"	4
"1904"	"1"	"provare"	6
"1905"	"1"	"consolare"	1
"1906"	"1"	"nare"	1
"1907"	"1"	"attaccare"	1
"1908"	"1"	"brigare"	1
"1909"	"1"	"bestemmiare"	4
"1910"	"1"	"deglaltro"	1
"1911"	"1"	"capovogliere"	2
"1912"	"1"	"presso"	1
"1913"	"1"	"borsetta"	4
"1914"	"1"	"giudico"	1
"1915"	"1"	"nascostamente"	1
"1916"	"1"	"spazio"	3
"1917"	"1"	"giÃ¹"	2
"1918"	"1"	"attirare"	2
"1919"	"1"	"figlio"	8
"1920"	"1"	"Rubare"	1
"1921"	"1"	"smilzo"	1
"1922"	"1"	"Volgere"	1
"1923"	"1"	"gl"	1
"1924"	"1"	"indico"	1
"1925"	"1"	"lento"	1
"1926"	"1"	"indesiderato"	1
"1927"	"1"	"galoppante"	1
"1928"	"1"	"capovolto"	1
"1929"	"1"	"sÃ¨"	1
"1930"	"1"	"derubato"	1
"1931"	"1"	"attendere"	1
"1932"	"1"	"né"	5
"1933"	"1"	"Tutt"	1
"1934"	"1"	"atto"	3
"1935"	"1"	"fruttuoso"	1
"1936"	"1"	"arte"	1
"1937"	"1"	"karate"	1
"1938"	"1"	"precisamente"	1
"1939"	"1"	"intervento"	2
"1940"	"1"	"lÃ¬"	1
"1941"	"1"	"soddisfazione"	1
"1942"	"1"	"diversamente"	1
"1943"	"1"	"contentare"	3
"1944"	"1"	"Sognare"	1
"1945"	"1"	"Stare"	1
"1946"	"1"	"innamorato"	2
"1947"	"1"	"stoffa"	1
"1948"	"1"	"fiore"	1
"1949"	"1"	"irritato"	1
"1950"	"1"	"assoluto"	2
"1951"	"1"	"accontentare"	1
"1952"	"1"	"spiegazione"	3
"1953"	"1"	"xumore"	1
"1954"	"1"	"ultimo"	25
"1955"	"1"	"rigido"	2
"1956"	"1"	"chiaramente"	1
"1957"	"1"	"medio"	4
"1958"	"1"	"compire"	1
"1959"	"1"	"stanchissimo"	1
"1960"	"1"	"riscuotere"	1
"1961"	"1"	"gro"	1
"1962"	"1"	"urlavare"	3
"1963"	"1"	"giovanotto"	1
"1964"	"1"	"stramazzare"	1
"1965"	"1"	"violenza"	3
"1966"	"1"	"dito"	1
"1967"	"1"	"striceno"	1
"1968"	"1"	"inconsio"	1
"1969"	"1"	"sodisfarre"	1
"1970"	"1"	"stupore"	2
"1971"	"1"	"preocupare"	1
"1972"	"1"	"arma|ringraziarme"	1
"1973"	"1"	"menta"	1
"1974"	"1"	"balbettare"	3
"1975"	"1"	"gridavo"	1
"1976"	"1"	"...ca"	1
"1977"	"1"	"...co"	1
"1978"	"1"	"madre"	2
"1979"	"1"	"vattena"	1
"1980"	"1"	"svello"	1
"1981"	"1"	"sennÃ²"	1
"1982"	"1"	"sarÃ"	1
"1983"	"1"	"finimondo"	1
"1984"	"1"	"xxxxxxxx"	1
"1985"	"1"	"caotico"	1
"1986"	"1"	"bagaglio"	1
"1987"	"1"	"ognuno"	3
"1988"	"1"	"luogo"	13
"1989"	"1"	"modere"	1
"1990"	"1"	"sedia"	1
"1991"	"1"	"causa"	2
"1992"	"1"	"PerciÃ²"	1
"1993"	"1"	"rotto"	1
"1994"	"1"	"signora"	2
"1995"	"1"	"fumare"	2
"1996"	"1"	"rifiutto"	1
"1997"	"1"	"PiÃ¹"	1
"1998"	"1"	"passeggiano"	1
"1999"	"1"	"abbraccia"	1
"2000"	"1"	"saluta"	1
"2001"	"1"	"caddono"	1
"2002"	"1"	"scattola"	1
"2003"	"1"	"offrire"	6
"2004"	"1"	"passante"	1
"2005"	"1"	"guello"	3
"2006"	"1"	"fiut"	1
"2007"	"1"	"t"	1
"2008"	"1"	"sporcare"	1
"2009"	"1"	"spaventata"	1
"2010"	"1"	"Dapertutto"	1
"2011"	"1"	"particolare"	8
"2012"	"1"	"pezzo"	9
"2013"	"1"	"discorso"	2
"2014"	"1"	"pergere"	1
"2015"	"1"	"autoparlante"	1
"2016"	"1"	"annunciare"	1
"2017"	"1"	"arrivio"	1
"2018"	"1"	"volito"	1
"2019"	"1"	"confussione"	1
"2020"	"1"	"confusione"	5
"2021"	"1"	"centinaio"	1
"2022"	"1"	"arrichire"	1
"2023"	"1"	"fretto"	1
"2024"	"1"	"enorme"	5
"2025"	"1"	"botte"	1
"2026"	"1"	"mirare"	1
"2027"	"1"	"grandissimo"	1
"2028"	"1"	"sbalordire"	1
"2029"	"1"	"14"	1
"2030"	"1"	"vi"	3
"2031"	"1"	"chiaro"	3
"2032"	"1"	"tanta"	1
"2033"	"1"	"beh"	1
"2034"	"1"	"immagino"	1
"2035"	"1"	"eh"	1
"2036"	"1"	"probabile"	1
"2037"	"1"	"lavore"	1
"2038"	"1"	"vecchietto"	3
"2039"	"1"	"senzadetto"	1
"2040"	"1"	"ro"	1
"2041"	"1"	"vere"	2
"2042"	"1"	"racconterÃ²"	1
"2043"	"1"	"Arrivedere"	1
"2044"	"1"	"riposavo"	1
"2045"	"1"	"SÃ¬"	1
"2046"	"1"	"Conoscere"	1
"2047"	"1"	"fitness"	1
"2048"	"1"	"bobybuilding"	1
"2049"	"1"	"CORRaggioso"	1
"2050"	"1"	"coraggioso"	3
"2051"	"1"	"q"	4
"2052"	"1"	"pera"	1
"2053"	"1"	"mancio"	1
"2054"	"1"	"albero"	1
"2055"	"1"	"orgoglio"	1
"2056"	"1"	"veritÃ"	1
"2057"	"1"	"quo"	1
"2058"	"1"	"de"	5
"2059"	"1"	"...lei"	1
"2060"	"1"	"assassino"	2
"2061"	"1"	"capite"	1
"2062"	"1"	"quadrato"	1
"2063"	"1"	"canottiera"	1
"2064"	"1"	"gonna"	1
"2065"	"1"	"appoggiare"	1
"2066"	"1"	"apparire"	2
"2067"	"1"	"davante"	2
"2068"	"1"	"omone"	1
"2069"	"1"	"feroce"	1
"2070"	"1"	"carico"	1
"2071"	"1"	"talmente"	1
"2072"	"1"	"concentrato"	1
"2073"	"1"	"articolo"	3
"2074"	"1"	"proseguire"	1
"2075"	"1"	"apparenza"	1
"2076"	"1"	"intelletuale"	1
"2077"	"1"	"calce"	1
"2078"	"1"	"schiaffeggiare"	1
"2079"	"1"	"shoc"	1
"2080"	"1"	"singhiozzare"	1
"2081"	"1"	"sall"	1
"2082"	"1"	"convincere"	2
"2083"	"1"	"abbastanza"	8
"2084"	"1"	"autunno"	1
"2085"	"1"	"inizio"	5
"2086"	"1"	"inverno"	2
"2087"	"1"	"giubbotto"	1
"2088"	"1"	"pesante"	3
"2089"	"1"	"stivale"	1
"2090"	"1"	"sciarpa"	1
"2091"	"1"	"stupire"	3
"2092"	"1"	"idere"	1
"2093"	"1"	"carozza"	1
"2094"	"1"	"servizio"	1
"2095"	"1"	"riparare"	1
"2096"	"1"	"inamorare"	1
"2097"	"1"	"incuriosito"	1
"2098"	"1"	"vistire"	1
"2099"	"1"	"jeans"	1
"2100"	"1"	"media"	1
"2101"	"1"	"quardare"	1
"2102"	"1"	"abbaiare"	1
"2103"	"1"	"corre"	2
"2104"	"1"	"padrone"	1
"2105"	"1"	"cordone"	1
"2106"	"1"	"vola"	1
"2107"	"1"	"allegrare"	1
"2108"	"1"	"testolina"	1
"2109"	"1"	"ridente"	1
"2110"	"1"	"insiemo"	1
"2111"	"1"	"terrore"	1
"2112"	"1"	"disastro"	4
"2113"	"1"	"passeggiere"	1
"2114"	"1"	"guastare"	1
"2115"	"1"	"versare"	5
"2116"	"1"	"bichiere"	2
"2117"	"1"	"grave"	1
"2118"	"1"	"rifere"	1
"2119"	"1"	"Quest"	1
"2120"	"1"	"Caribico"	1
"2121"	"1"	"spirare"	1
"2122"	"1"	"lievemente"	1
"2123"	"1"	"battello"	1
"2124"	"1"	"orizzonte"	1
"2125"	"1"	"circondare"	3
"2126"	"1"	"solamente"	3
"2127"	"1"	"pace"	1
"2128"	"1"	"volte"	4
"2129"	"1"	"interrompere"	2
"2130"	"1"	"marino"	1
"2131"	"1"	"timone"	1
"2132"	"1"	"sciogliere"	1
"2133"	"1"	"spiaggia"	9
"2134"	"1"	"D"	2
"2135"	"1"	"impossibile"	1
"2136"	"1"	"balbutire"	1
"2137"	"1"	"dossolvere"	1
"2138"	"1"	"rimproverare"	2
"2139"	"1"	"odio"	1
"2140"	"1"	"controllartire"	1
"2141"	"1"	"grado"	8
"2142"	"1"	"scusa"	4
"2143"	"1"	"imbarazzare"	1
"2144"	"1"	"capitare"	3
"2145"	"1"	"bizzarra"	1
"2146"	"1"	"acuto"	1
"2147"	"1"	"forzere"	1
"2148"	"1"	"tendere"	1
"2149"	"1"	"pericolo"	1
"2150"	"1"	"inferire"	1
"2151"	"1"	"bullo"	2
"2152"	"1"	"dimanere"	1
"2153"	"1"	"completamente"	1
"2154"	"1"	"sgomentato"	1
"2155"	"1"	"istericamente"	1
"2156"	"1"	"osteggiare"	1
"2157"	"1"	"difendere"	1
"2158"	"1"	"tarpare"	1
"2159"	"1"	"disporre"	1
"2160"	"1"	"direttamente"	4
"2161"	"1"	"crollare"	1
"2162"	"1"	"svenuto"	1
"2163"	"1"	"figanzato"	1
"2164"	"1"	"palestra"	2
"2165"	"1"	"peso"	1
"2166"	"1"	"allenare"	2
"2167"	"1"	"divertente"	10
"2168"	"1"	"danno"	1
"2169"	"1"	"bevere"	1
"2170"	"1"	"viaggiare"	13
"2171"	"1"	"nipotino"	1
"2172"	"1"	"polizziotta"	1
"2173"	"1"	"curiosamente"	1
"2174"	"1"	"parente"	2
"2175"	"1"	"disperare"	1
"2176"	"1"	"posare"	1
"2177"	"1"	"esitazione"	1
"2178"	"1"	"liberare"	2
"2179"	"1"	"frequento"	1
"2180"	"1"	"regolarmente"	2
"2181"	"1"	"sconfiggere"	2
"2182"	"1"	"orgoglioso"	1
"2183"	"1"	"ex"	1
"2184"	"1"	"compagno"	3
"2185"	"1"	"scuola"	15
"2186"	"1"	"ingesolis"	1
"2187"	"1"	"ingelosito"	1
"2188"	"1"	"farÃ²"	1
"2189"	"1"	"attesa"	2
"2190"	"1"	"2"	18
"2191"	"1"	"sguinzagliare"	1
"2192"	"1"	"chissÃ"	1
"2193"	"1"	"ritrovare"	1
"2194"	"1"	"cominaciare"	1
"2195"	"1"	"Peppone"	5
"2196"	"1"	"scoiattolo"	2
"2197"	"1"	"riuscedere"	1
"2198"	"1"	"televisione"	1
"2199"	"1"	"sfortunare"	1
"2200"	"1"	"agglomerare"	1
"2201"	"1"	"lÃ"	1
"2202"	"1"	"affacciare"	2
"2203"	"1"	"sorgere"	1
"2204"	"1"	"lembo"	1
"2205"	"1"	"MacchÃ¨"	1
"2206"	"1"	"Peppina"	8
"2207"	"1"	"scoiattola"	3
"2208"	"1"	"comuovere"	2
"2209"	"1"	"guarda"	1
"2210"	"1"	"te"	6
"2211"	"1"	"lamento"	1
"2212"	"1"	"piaco"	1
"2213"	"1"	"piaciare"	2
"2214"	"1"	"venere"	1
"2215"	"1"	"sei"	8
"2216"	"1"	"Capisce"	1
"2217"	"1"	"mira"	1
"2218"	"1"	"scoiattolare"	1
"2219"	"1"	"interrogare"	1
"2220"	"1"	"piccino"	1
"2221"	"1"	"antipatichissimo"	1
"2222"	"1"	"barborre"	1
"2223"	"1"	"muso"	3
"2224"	"1"	"allungere"	1
"2225"	"1"	"scoppiare"	2
"2226"	"1"	"figere"	1
"2227"	"1"	"intenzione"	1
"2228"	"1"	"temere"	1
"2229"	"1"	"ascoltare"	5
"2230"	"1"	"interrompa"	1
"2231"	"1"	"Non"	1
"2232"	"1"	"interrompermo"	1
"2233"	"1"	"raccontarto"	1
"2234"	"1"	"Fortunatemente"	1
"2235"	"1"	"diccare"	1
"2236"	"1"	"serio"	2
"2237"	"1"	"appassionare"	3
"2238"	"1"	"ce"	2
"2239"	"1"	"interessare"	7
"2240"	"1"	"caro"	11
"2241"	"1"	"Diario"	1
"2242"	"1"	"femma"	1
"2243"	"1"	"fatale"	1
"2244"	"1"	"leggero"	2
"2245"	"1"	"ritmo"	2
"2246"	"1"	"sensualmente"	1
"2247"	"1"	"fianco"	1
"2248"	"1"	"unavventura"	1
"2249"	"1"	"insistere"	1
"2250"	"1"	"scrupolo"	1
"2251"	"1"	"fallo"	1
"2252"	"1"	"fattura"	1
"2253"	"1"	"osare"	1
"2254"	"1"	"tardare"	1
"2255"	"1"	"vire"	3
"2256"	"1"	"meraviglia"	1
"2257"	"1"	"Paradiso"	1
"2258"	"1"	"diavole"	1
"2259"	"1"	"Dimmelo"	1
"2260"	"1"	"Bulgaria"	4
"2261"	"1"	"piacrire"	4
"2262"	"1"	"asinello"	1
"2263"	"1"	"conduccere"	1
"2264"	"1"	"pareggiata"	1
"2265"	"1"	"diffetto"	1
"2266"	"1"	"Mangiare"	1
"2267"	"1"	"grassotto"	1
"2268"	"1"	"ugualmente"	3
"2269"	"1"	"andavo"	1
"2270"	"1"	"mela"	1
"2271"	"1"	"tagliare"	12
"2272"	"1"	"spicco"	4
"2273"	"1"	"spicchio"	1
"2274"	"1"	"chinare"	1
"2275"	"1"	"asino"	1
"2276"	"1"	"strappare"	1
"2277"	"1"	"elastico"	1
"2278"	"1"	"perdonare"	1
"2279"	"1"	"bustarella"	1
"2280"	"1"	"caotica"	1
"2281"	"1"	"Alcuni"	1
"2282"	"1"	"atrare"	1
"2283"	"1"	"sia"	6
"2284"	"1"	"Affianco"	1
"2285"	"1"	"borsa"	3
"2286"	"1"	"sportivo"	4
"2287"	"1"	"valigetta"	1
"2288"	"1"	"mecchanico"	1
"2289"	"1"	"distanza"	1
"2290"	"1"	"disturbare"	2
"2291"	"1"	"attraverso"	3
"2292"	"1"	"Chissare"	1
"2293"	"1"	"possibile"	15
"2294"	"1"	"verdere"	1
"2295"	"1"	"votare"	2
"2296"	"1"	"membro"	1
"2297"	"1"	"unanimità"	1
"2298"	"1"	"storico"	10
"2299"	"1"	"auto"	1
"2300"	"1"	"raggiungibile"	1
"2301"	"1"	"macchina"	8
"2302"	"1"	"cittadino"	2
"2303"	"1"	"disposizione"	2
"2304"	"1"	"navetta"	3
"2305"	"1"	"bicicletta"	4
"2306"	"1"	"ottimo"	3
"2307"	"1"	"fossa"	1
"2308"	"1"	"sindaco"	1
"2309"	"1"	"costruire"	1
"2310"	"1"	"parcheggio"	3
"2311"	"1"	"parcheggiare"	3
"2312"	"1"	"abitazione"	1
"2313"	"1"	"decisione"	4
"2314"	"1"	"apprezzarere"	1
"2315"	"1"	"turista"	6
"2316"	"1"	"belezza"	1
"2317"	"1"	"distarbare"	1
"2318"	"1"	"traffico"	2
"2319"	"1"	"intenso"	2
"2320"	"1"	"aprezzare"	1
"2321"	"1"	"saggia"	1
"2322"	"1"	"Oggigiorno"	1
"2323"	"1"	"frenetico"	1
"2324"	"1"	"ovunque"	1
"2325"	"1"	"migliaio"	1
"2326"	"1"	"macchine"	1
"2327"	"1"	"inquinare"	1
"2328"	"1"	"inoltre"	2
"2329"	"1"	"danneggiare"	1
"2330"	"1"	"udito"	1
"2331"	"1"	"disturbo"	2
"2332"	"1"	"respirazione"	1
"2333"	"1"	"adulto"	6
"2334"	"1"	"pertanto"	1
"2335"	"1"	"livello"	6
"2336"	"1"	"adottare"	1
"2337"	"1"	"provvedimento"	1
"2338"	"1"	"genere"	3
"2339"	"1"	"neppure"	1
"2340"	"1"	"prestito"	1
"2341"	"1"	"gratuito"	2
"2342"	"1"	"ragguingare"	1
"2343"	"1"	"tranquillità"	2
"2344"	"1"	"invernare"	1
"2345"	"1"	"ferroviaria"	1
"2346"	"1"	"Torino"	1
"2347"	"1"	"passaggio"	1
"2348"	"1"	"copia"	1
"2349"	"1"	"weekend"	1
"2350"	"1"	"sconvolto"	1
"2351"	"1"	"mese"	5
"2352"	"1"	"intero"	1
"2353"	"1"	"passione"	2
"2354"	"1"	"notarere"	1
"2355"	"1"	"accetera"	1
"2356"	"1"	"tumulto"	1
"2357"	"1"	"investigatore"	2
"2358"	"1"	"assistente"	2
"2359"	"1"	"Insediare"	1
"2360"	"1"	"spacciatore"	1
"2361"	"1"	"droga"	1
"2362"	"1"	"ricerca|re"	1
"2363"	"1"	"maschera"	1
"2364"	"1"	"venditore"	1
"2365"	"1"	"operare"	1
"2366"	"1"	"zona"	5
"2367"	"1"	"travesti|to"	1
"2368"	"1"	"buffet"	1
"2369"	"1"	"destarre"	1
"2370"	"1"	"sospetto"	2
"2371"	"1"	"fingire"	1
"2372"	"1"	"consegnare"	1
"2373"	"1"	"pacchetto"	1
"2374"	"1"	"contenere"	2
"2375"	"1"	"sostanza"	2
"2376"	"1"	"abila"	1
"2377"	"1"	"vedendolo"	1
"2378"	"1"	"panico"	1
"2379"	"1"	"fugg"	1
"2380"	"1"	"economio"	2
"2381"	"1"	"Condividere"	1
"2382"	"1"	"opinione"	4
"2383"	"1"	"priorità"	2
"2384"	"1"	"pianificazione"	2
"2385"	"1"	"carriera"	4
"2386"	"1"	"professionale"	8
"2387"	"1"	"#005"	1
"2388"	"1"	"condividere"	2
"2389"	"1"	"pratico"	2
"2390"	"1"	"semestra"	3
"2391"	"1"	"estero"	6
"2392"	"1"	"interesse"	2
"2393"	"1"	"stage"	3
"2394"	"1"	"soggiorno"	4
"2395"	"1"	"durata"	1
"2396"	"1"	"Venezia"	1
"2397"	"1"	"scrivere"	16
"2398"	"1"	"tesi"	1
"2399"	"1"	"laurea"	3
"2400"	"1"	"terminare"	2
"2401"	"1"	"Austria"	2
"2402"	"1"	"Germania"	2
"2403"	"1"	"inserire"	1
"2404"	"1"	"presentare"	3
"2405"	"1"	"Rispondo"	1
"2406"	"1"	"domanda"	9
"2407"	"1"	"seguente"	2
"2408"	"1"	"maturità"	3
"2409"	"1"	"impari"	1
"2410"	"1"	"italiano"	79
"2411"	"1"	"#026"	1
"2412"	"1"	"Linda"	1
"2413"	"1"	"Kostic"	3
"2414"	"1"	"scambio"	1
"2415"	"1"	"Università"	1
"2416"	"1"	"economia"	4
"2417"	"1"	"liceo"	12
"2418"	"1"	"4"	4
"2419"	"1"	"9"	4
"2420"	"1"	"commercio"	1
"2421"	"1"	"internazionale"	3
"2422"	"1"	"Imparo"	1
"2423"	"1"	"imparare"	22
"2424"	"1"	"università"	10
"2425"	"1"	"Praga"	4
"2426"	"1"	"paese"	9
"2427"	"1"	"rapporto"	21
"2428"	"1"	"Voere"	1
"2429"	"1"	"ditta"	3
"2430"	"1"	"cultura"	17
"2431"	"1"	"migliore"	9
"2432"	"1"	"Raccontare"	1
"2433"	"1"	"brevemente"	1
"2434"	"1"	"motivo"	5
"2435"	"1"	"preparare"	28
"2436"	"1"	"scopo"	1
"2437"	"1"	"concreto"	3
"2438"	"1"	"arma|incontrarme"	1
"2439"	"1"	"delga"	1
"2440"	"1"	"evare"	1
"2441"	"1"	"impiego"	1
"2442"	"1"	"esterare"	1
"2443"	"1"	"oggigiorno"	1
"2444"	"1"	"#082"	1
"2445"	"1"	"arabbiare"	2
"2446"	"1"	"uomere"	1
"2447"	"1"	"soffrivere"	1
"2448"	"1"	"vigneta"	2
"2449"	"1"	"autore"	2
"2450"	"1"	"dipingere"	2
"2451"	"1"	"Dall"	1
"2452"	"1"	"famigliario"	1
"2453"	"1"	"particolarmente"	2
"2454"	"1"	"raffigurare"	1
"2455"	"1"	"osservatore"	1
"2456"	"1"	"Ci"	1
"2457"	"1"	"alimentare"	1
"2458"	"1"	"ogggetto"	1
"2459"	"1"	"dascritto"	1
"2460"	"1"	"spavventare"	1
"2461"	"1"	"notato"	2
"2462"	"1"	"inamorato"	1
"2463"	"1"	"deporre"	1
"2464"	"1"	"rubar"	1
"2465"	"1"	"posizionare"	1
"2466"	"1"	"volgere"	2
"2467"	"1"	"posizioonare"	1
"2468"	"1"	"spettacolo"	2
"2469"	"1"	"voyeur"	1
"2470"	"1"	"3"	8
"2471"	"1"	"maschio"	1
"2472"	"1"	"carteletta"	1
"2473"	"1"	"femina"	1
"2474"	"1"	"ul"	1
"2475"	"1"	"sorpassare"	1
"2476"	"1"	"ruotina"	1
"2477"	"1"	"spaventato"	1
"2478"	"1"	"forcia"	1
"2479"	"1"	"posata"	1
