Corpus,Type,Text ID,Author ID,L1,content
VALICO,Assignment,,,SK,"Guarda questa figure e scrivi una storia : non devi descrivere i disegni uno per uno , perchè anche una persona che non vede le figure deve capire cosa è successo . # Usa almeno 100 parole e inizia così : Ieri al parco ... # #082 #Ieri al parco Paolo sedeva e leggeva un giornale quando ha sentito da qualcuno ha bisogno del aiuto . Un uomo grande portava una donna che non aveva voglia andare con lui . Paolo ha deciso di aiutarle . Ha finito a leggere e ha aiutato alle donna . # Michele aveva più forza di un uomo grande grande uomo arabbiato . Michele ha intento che facesse una cosa buona e ha aspettato che la donna gli sarebbe stata grata perche lei deve fermarsi più . Ma la donna era innamorata in questo uomono . Lei non voleva che il suo amore soffrisse e avesse i dolori grandi . Era arabbiata e litigava con Michele . Michele le ha detto che voleva solo aiutarla . #"
VALICO,Assignment,,,SK,"In questa vigneta , l ' autore ha dipinto una parte della stazione ferroviaria . Dall ' immagine possiamo vedere una persona che sta comprando il biglietto del treno ( la figura che si trova sotto l ' orologio ) , poi le tre persone che salutano i propri famigliari o amici che salgono sul treno . Particolarmente interessante trovo la scena raffigurata nello spazio più vicino all ' osservatore . C ' é una signora che é seduta al tavolo , il quale é stato capovolto dal cane che scappa via . Questo ha causato un vero e proprio disastro . C ' é Ci sono alimentari del cibo per terra , ogggetti per l ' aria , la gente che vicin si trova vicino alla scena dascritta , é un pò spavventata e stupita . gli unici , che sembrano di non aver notato l ' accaduto , la sono i due inamorati . Rimangono abbracciati uno all ' altra , si baciano e niente li può disturbare . Le loro valigie sono deposte per terra e un qualsiasi ladro non avrebbe difficoltà nel rubarglieli . Ed , in effetti , c ' é una persona strana vicino a loro però non si capisce bene se vuole rubare o no . Un ' altra persona interessante , é il signore anziano con la la xxx barba , il il e cappello e la sigaretta in bocca . È Questo é posizionato nel nel di fronte a me però volto a verso di noi di spalle Questo é posizioonato nel davanti della vigneta però é volto di spalle verso di noi . Sembra divertirsi su tutto lo spettacolo della stazione . È un vero voyeur !"
VALICO,Assignment,,,SK,"Quello che vediamo sul immagine é sicuramente la stazione di treni . Sullo sfondo possiamo vedere 3 treni , che dovessero partire . Davanti il primo vediamo due fidanzati che si stanno salutando . Probabilmente uno di loro deve partire per lungo periodo . Vicino ai piedi del maschio vediamo una carteletta . Invece vicino ai piedi della femina vedo una borsa da viaggio . Non é molto grossa , allora forse non parte per un lungo periodo . Da un ul lato gli sorpassa un signore con una valigia grande sulle ruotine . Sembra un pò spaventato , force non riesce a trovare la strada giusta . Sulla parte sinistra si trova un ristorante . C ' é una signora a cui é scappato il suo cane e lei lo sta chiamando . Questo cagnolino ha ha probabilmente fatto un disastro , perché vediamo del cibo e una bottiglia per terra . Poi c ' é un tavolino , su cui vediamo un piatto con del cibo non finito , le posate , il bichiere , la tazzina e la bottiglia . Giù a destra c ' é la pattumiera patumiera . Si vede che ci é passata la gente maleducata , perché intorno la pattumiera c ' é un gran disordine . C ' é anche un giornale che qualcuno ha buttato per terra , invece di metterlo nel cestini di raccolta differenziata . Davanti sta camminando un signore anziano con un capello e con la cigaretta in bocca . Questa immagine rappresenta una solida situazione giornata in qualsiasi stazione dei treni ."
VALICO,Assignment,,,SK,"Sono stata così arrabbiata quando il mio superiore mi ha detto che dovevo xxxxx andare a Maraleona . Non è una citta'  piacevole . è troppo sporca , non è come quella nostra . La gente è antipatica . Non si puo' ne anche descrivere . # Sapevo che qualche cosa avrebbe accaduto . Lo sentivo . # Quando ero in treno , q in me era nervoso . Non volevo andar ci . Dopo dieci ore in treno , sono scesa uscita e ecco : ho gia'  sentito quel puzzo , tipico per quella citta'  . # Quel puzzo CORRispondeva a quello che ho visto . Tutta la stazione sporca . Quelli maraleonesi non sanno ne anche usare il cestino . Tutto buttato per terra . Ho visto un pane tutto verde . Che brutto ! Alla sinistra c ' era una caffetteria . C ' erano tre o quattro tavoli in torno ai qualli sedeva gente . Due persone erano molto strane . In un momento una di loro si è salita , ha ammazato quella seconda e ha cominciato a sfuggire . Era vestito tutto in nero . Non potevo fare ne anche un passo . Poi ho cominciato a gridare . Dopo Mi alcuni minuti mi sentivo come una pazza . Perche' ? Perche' tutti si comportavano come se non avesse sucesso niente . Sono così abituati a queste cose : rapine , puzzi , omicidi . Tutto il mio soggiorno a questo posto era terribile . # Spero di non andar ci piu' ."
VALICO,Assignment,,,SK,"Ieri al parco mi è venuta in mente una cosa . Sai , la nostra vita comincia di essere molto noiosa o meglio dire monotona . Una settimana fa abbiamo celebrato 15Â° anniversario delle nozze . Siamo insieme un lungo tempo . Allora vorrei inventare q che renderesse renderebbe la nostra vita piÃ¹ vivace . Ho proposto di rappresentare un altra persona . Mio marito rappresentava un prepotente e io una donna che doveva essere rapita . # Ho seduto sulla panchina . Mentre sedevo e aspettavo che cosa avrebbe inventato il marito , è arrivato un uomo e si è seduto proprio vicino a me . Non sono stata molto contenta perchÃ¨ non sapevo che cosa voleva fare il marito . Pero non potevo a dirgli di andare a sedersi sull ' altra panchina . In un momento , non so ne anche come si è sucesso , pero mi sono trovata sulle sue spalle . E io gridavo come se lui mi volesse rapire da vero . Gridavo in maniera che tutti pensassero che io sia stata impotente . Lo pensava anche quell ' uomo sullo panchina . Ha smesso di leggere i suoi giornali , si è alzato e ha colpito il mio caro marito . Hanno cominciato a battersi . Sfortunamente lui era piÃ¹ forte di che Franco . Così si chiama mio marito . Povero Franco è finito sdraiato per terra . Io sono stata così arrabbiata che l ' ho sgridato perche ha interrotto il nostro gioco ."
VALICO,Assignment,,,SK,"Ieri al parco sedevo alla panchina e leggevo un giornale . Il tempo era bello , il sole risplendeva , tutto era calmo e io ero di buon umore . Ad un tratto ho sentito un grido . Ho alzato gli occhi dal giornale e ho visto una donna la quale era stata rapita da un uomo . Quel uomo era un atleta , con grandi muscoli , i cappeli a spazzola , un grande tatuaggio a mano ; al breve , aveva l ' aria di un sciupatore . Poi ho guardato anche quella donna : era una donna bellissima , e chiedeva aiuto da me . Con le mani distese verso di me , urlava : "" aiuto , aiuto "" ! In un unico momento mi sono innamorato di questa povera donna di cui unica speranza di vita era nei miei mani . Subito ho capito quel che devo fare . Ho perso la paura dei muscoli enormi di quel uomo forte , mi sono sbracciate le maniche e ho corso verso di lui . è cominciata una rissa . Qell ' uomo era molto piÃ¹ forte di me , ma io ero spinto da un ' amore che bruciava dentro di me . Ho sconfitto quell ' uomo e mi sentivo come Superman . Con un sorriso largo ho guardato quella donna . Aspettavo che mi sarebbe stata molto grata . Si è messa a piangere e io pensavo che piangesse per la felicitÃ  . Mi sono avvicinato verso di lei , volevo abbraciarla e accetare il suo amore . Lei invece mi ha dato un schiaffo e ha cominciato a bestemmiare . Per lei quest ' uomo era un principe e io ero un assassino . Ho capito per che tipo di donna cambattevo , mi sono arrabiato e me no sono andato via ."
VALICO,Assignment,,,SK,"L ' altro giorno al lavoro sedevo alla scrivania e mi annoiavo come sempre . Tra tutti quei noiosi fascicoli ho cominciato a sognare agli occhi aperti . Vedevo il mare azzurro , vedevo la nave , vedevo i gabbiani a volare sopra di nave , sentivo sventolare il vento , sentivo il movimento monotono dell ' acqua ... Mi immaginavo me stesso come il capitano di questa nave . Timoneggiavo e accanto a me sostava una donna bellissima . Aveva i capelli lunghi , biondi , la statua bellissima ed era vestita soltanto nel costume da bagno e una gonnicella quasi trasparente . Eravamo soli . Guardavo soddisfatto il mare , quando ho sentito che la bellissima donna mi diceva qualcosa con un tono non proprio amabile . Anzi , era un tono davvero sgradevole . Mi sono rivolto a lei , e ad un tratto ho visto la mia capa , arrabbiata che invece di lavorare , stavo sognare . Subito ho cominciato a timbrare vari documenti . La mia isola sognata con la donna sognata , non la vedrÃ² mai ..."
VALICO,Assignment,,,SK,"... un uomo stava leggendo un giornale e è stato interotto da un altro uomo che attravarsava il parco portando una donna sulle spalle . L ' uomo con il giornale in mano subito pensava che si tratta di un atto di violenza e ha fatto la corsa per dare aiuto alla donna . Ha picchiato e sbattuto l ' uomo sulla terra . Ma la donna , invece di essere contenta per essere liberata , ha iniziato a lamentare e a piangere . All ' uomo che ha carcato di salvarla , ha spiegato che non si trattava di un atto di violenza ma perchè quell ' uomo era il suo amante .#"
VALICO,Assignment,,,SK,... e si sono sbattuti l ' uno contro l ' altro . Ogni di due portava un cane e tanta roba da mangiare . Quando si sono sbattuti tutta la roba da mangiare volava nell ' aria . I cani cercavano ?
CZECH-IT,text-message,I001,L001,CS,"Sono vestiti vecchi 10 anni, quindi le uso per barca"
CZECH-IT,text-message,I002,L001,CS,Chiamo il uomo della allergologia
CZECH-IT,text-message,I003,L001,CS,Faccio i piani in my mind per mandare curricula
CZECH-IT,text-message,I004,L001,CS,Devo prendere NP di altra città quando viene con autobus
CZECH-IT,text-message,I005,L001,CS,Facciamo adesso altro piano va bene?
CZECH-IT,text-message,I006,L001,CS,Non funziona proprio così che quando sei triste puoi scusarti di tutte cose
CZECH-IT,text-message,I007,L001,CS,Come tu hai detto al tuo padre quando ti ha chiesto
CZECH-IT,text-message,I008,L001,CS,Lo so che non era bell giorno
CZECH-IT,text-message,I009,L001,CS,È lo stesso nel tutto il mondo
CZECH-IT,text-message,I010,L001,CS,Lo primo nella rivista
CZECH-IT,text-message,I011,L001,CS,Guarda chi è autore
CZECH-IT,text-message,I012,L001,CS,Sono seduta next to a grande ciccione
CZECH-IT,text-message,I013,L001,CS,Anch’ io scusa
CZECH-IT,text-message,I014,L001,CS,Anch’ io grazie
CZECH-IT,text-message,I015,L002,CS,Abbiamo un corso interno per i nostri studenti dell 1. anno
CZECH-IT,text-message,I016,L002,CS,Con famiglia festeggeremo il primo fine settimana a luglio
CZECH-IT,text-message,I017,L003,CS,Anche mi piace che vivo da sola
CZECH-IT,text-message,I018,L003,CS,Ma io già anche parlo!
CZECH-IT,text-message,I019,L003,CS,Per ragazzo non è tanto triste
CZECH-IT,text-message,I020,L003,CS,Mia amica mi aiuta
CZECH-IT,text-message,I021,L003,CS,Vado al Roma per 2 settimane
CZECH-IT,email,I024,L005,SK,"Scusi, ma non posso venire a scuola oggi e domani, perchè sono malata e ho la febbre"
CZECH-IT,email,I025,L005,SK,"Scusarmi ma domani non posso venire per lezione ""Italština v písni"" perchè io devo andare dal medico"
CZECH-IT,email,I026,L005,SK,"Scusarmi, ma io non posso venire questa settimana, perché sono malata."
CZECH-IT,email,I027,L006,CS,Scusa mi per il disturbo ma devo chiederti un favore
CZECH-IT,email,I028,L020,CS,"Ciao NP, Mi scusi per non venire alle lezioni di questa settimana"
CZECH-IT,email,I029,L007,CS,Io sempre voglio fare tutto molto precisamente
CZECH-IT,audio,I030,L008,CS,"Solo che alla fine si è si è cambiato, forse hanno trovato alcuni altri interessanti non lo so,oppure lo stanno dicendo solo per tenermi un po’ in ansia, non lo so"
CZECH-IT,audio,I031,L001,CS,Ho fatto le foto con macchina fotografica e ti le mando quando le upload perché adesso nonposso perché non posso usare computer adesso
CZECH-IT,survey-message,I032,L009,CS,Mi piace a mi serve per lavoro
CZECH-IT,survey-message,I033,L010,CS,Molto mi piace
CZECH-IT,survey-message,I034,L011,CS,Ho iniziato a studiare l' italiano soprattutto per la bellezza della lingua
CZECH-IT,survey-message,I035,L012,CS,"l' italiano, lo studio per diletto"
CZECH-IT,survey-message,I036,L013,CS,"Mi piace per la sua armonia nel parlare, nelle sue espressioni. Generalmente mi piace l' Italia con tutto quello che offre compresa la lingua"
CZECH-IT,survey-message,I037,L001,CS,Perché NP
CZECH-IT,survey-message,I038,L003,CS,Perche mi piace
CZECH-IT,survey-message,I039,L007,CS,"Ho conosciuto in treno alcuni italiani, ragazzi e ragazze della mia età. Per me era un'esperienza nuova. Prima di quel momento non avevo nessuna possibilità di parlare con un italiano. Davanti a me erano due vie, o profondare il mio inglese o imparare qualcosa di nuovo. Ho scelto la seconda via. Non ero spiacente mai"
CZECH-IT,survey-message,I042,L017,CS,"Veramente non volevo studiare l' italiano. Ma volevo aiutare una mia amica a superare il test di ammissione, quindi l'ho accompagnata e ho compilato il test al posto suo. Intanto ho compilato anche il mio e sono stata assunta. Cosi sono rimasta"
CZECH-IT,survey-message,I043,L018,CS,Ero costretta. Mi sono trasferita in Italia e ci ho vissuto
CZECH-IT,survey-message,I044,L019,CS,"mi piace la lingua italiana, la cucina, paese, le montagne, Roma, Toscana, eccetera"
CZECH-IT,survey-message,I045,L021,CS,Perché è una lingua bellissima!
CZECH-IT,email,I046,L023,CS,"ho voluto aiutarti, ma il link che ci hai mandato non mi va aprire"
CZECH-IT,email,I047,L024,CS,sulla pagina si scrive che non è possibile farlo più
CZECH-IT,text-message,I048,L002,CS,Sei in italia o in olomouc?
CZECH-IT,audio,I049,L025,CS,Noi sempre diciamo che sembro strano sulle foto
CZECH-IT,audio,I050,L008,CS,"Dottor Bolpagni senta: secondo me la cosa che che mi hanno fatto, cioè la scrittura ForzaJuve nel vestito, secondo me è un è una bella cosa che ci farà divertire tutti. Quindi a meveramente non mi dà senso che tu non l’abbia gradito"
CZECH-IT,survey-message,I051,L003,CS,Buongiorno! Vorrei prenotare due camere per 4 persone - 2 adulti e 2 bambini dalle 24 Agosto a 28 Agosto. E possibile inviarmi  una offerta? Grazie
CZECH-IT,survey-message,I052,L002,CS,"Buon giorno, vogliamo prenotare un appartamento nel vostro albergo Vincenzo per due notti con la collazione, dal 9. 8. al 11. 8. Siamo quattro persone, due adulti e due bambini. Preferiamo una stanza con vista mare. Grazie, cordiali saluti"
CZECH-IT,survey-message,I053,L024,CS,"Buongiorno, voglio prenotare una camera nel vostro albergo per 4 persone. Siamo due adulti e due bambini, vogliamo venire in agosto dal 18. 08. al 25. 08.  Ci basta la camera con il bagno. Compresa la prima colazione . Grazie"
CZECH-IT,survey-message,I054,L007,CS,"Spettabili signori, vorrei prenotare una suite a due camere con accessori per una settimana dal 21 agosto fino al 27 agosto 2017 per due adulti e due bambini di 10 e 11 anni. Se fosse possibile senza prima colazione. Preferiamo un posto tranquillo, la bella vista non è necessaria. Vorremo venire la sera verso le 23, se sarà possibile? In attesa di una vostra risposta. Cordiali saluti"
CZECH-IT,survey-message,I055,L026,CS,"Gentile hotel Europa, vorrei chiedere la disponibilità delle camere nel Vostro albergo nella prima metà di agosto. Siamo una famiglia con due bambini di 3 e 8 anni, quindi 2 adulti e 2 bambini e cerchiamo una camera doppia con un letto matrimoniale e un letto supplementare, possibilmente con mezza pensione e parcheggio. Chiedo gentilmente un'offerta prezzi per il periodo richiesto. Vorremo soggiornare da Voi una settimana. Grazie. Cordiali saluti"
CZECH-IT,survey-message,I056,L003,CS,"Ciao! Devo uscire del mio cancello. Per favore, poi parcheggiare a posto libero? grazie"
CZECH-IT,survey-message,I057,L002,CS,"Ciao, grazie per il regalo! Non vedo l'ora di provarla! E dove hai lasciato le chiavi?"
CZECH-IT,survey-message,I058,L024,CS,"Scusi, davanti alla Sua macchina c´e nostro cancello. Perfavore, sposta la macchina su altro posto, vogliamo che questo posto resta libero. Grazie"
CZECH-IT,survey-message,I059,L007,CS,"Buon giorno, mi dispiace forse Lei non si è accorto che qui si trova un ingresso nel mio giardino. La prego di spostare la Sua macchina. Se non lo farà fino al sabato di questa settimana, chiamerò la polizia! La prossima volta sia più attento! Sono davvero arrabbiato!"
CZECH-IT,survey-message,I060,L026,CS,"Gentile conducente, La prego di non parcheggiare la macchina d'avanti al cancello altrimenti siamo forzati di trainarla"
CZECH-IT,survey-message,I061,L003,CS,"Ciao cara, sei libera questa sera? Possiamo avere una cena insieme. Fammi sapere.ciao NP"
CZECH-IT,survey-message,I062,L002,CS,"Ciao cara, andiamo a cena stasera? Pago io :)"
CZECH-IT,survey-message,I063,L024,CS,"Ciao cara NP, sei libera stasera? Ti voglio invitare per la cena, é passato lungo tempo che ti non ho visto. Se sei d´accordo, mi fai sapere piu presto possibile. Non vedo l´ora..."
CZECH-IT,survey-message,I064,L007,CS,"Ciao NP, è passato un`anno che non ci siamo viste. Allora a luglio hai i tuoi bambini ugualmente in campagna dai genitori e anch`io sono libera. Ti invito per la cena il giovedì prossimo, alle sei di sera. Ho tanto da raccontarti! Ti va bene così? A presto!"
CZECH-IT,survey-message,I065,L026,CS,"Ciao carissima, vorrei cenare con te stasera, che ne dici di un invito?"
CZECH-IT,email,I066,L027,CS,Ci vedremo domani
CZECH-IT,email,I067,L046,CS,penso che sia inutile di presentarmi ancora
CZECH-IT,email,I068,L046,CS,"lavoro come ""receptionist"" qui a Praga a un albergo e anche come una barista"
CZECH-IT,email,I069,L041,CS,Spero di incontrarLa personale
CZECH-IT,email,I070,L043,CS,Io lavoro come l´insegnante di inglese
CZECH-IT,email,I071,L043,CS,"Perche mi piacciono le lingue straniere, ho deciso di imparare l´italiano"
CZECH-IT,email,I072,L048,CS,Spero che mi imparó presto
CZECH-IT,email,I073,L048,CS,"scusa, rispondo con un ritardo"
CZECH-IT,email,I074,L032,CS,L'avvocato stesso mi ha promesso di pensarci e di scriverti un mail se vorrà chiedere qualche cosa
CZECH-IT,email,I075,L033,CS,sono a letto con la febre
CZECH-IT,survey-message,I076,L040,SK,Ho iniziato a studiare l'italiano perché mi piace la lingua
CZECH-IT,survey-message,I077,L041,CS,"Perchè mi piace la lingua italiana e anche la musica, i film e il modo della vita in Italia"
CZECH-IT,survey-message,I078,L042,CS,Non sono sicuro - è la cosa del cuore. qualche lingue mi piaciono piu delle altre. Prima l'italiano ho studiato l'inglese
CZECH-IT,survey-message,I079,L043,CS,Perché sono l'insegnante della lingua ceca e inglese e mi aiuta nel mio lavoro (studiare le lingue straniere)
CZECH-IT,survey-message,I080,L044,CS,Perché mi piacciono le lingue straniere e l'Italia è un paese bello per le vacanze e voglio parlare con la gente dove sono qui
CZECH-IT,survey-message,I082,L046,CS,"Perchè ho gli amici italiani, mi piace la cultura e la lingua italiana, anche le canzoni...quasi tutto :) e vorrei capire e parlare italiano"
CZECH-IT,survey-message,I083,L047,CS,"Ho iniziato a studiare l'italiano perché mi piace molto la cultura italiana, eppure la lingua"
CZECH-IT,survey-message,I084,L048,CS,Perché abitavo li
CZECH-IT,survey-message,I085,L050,CS,"Imparate una nuova lingua e avrete una nuova anima, dicono i Cechi. Mi ero così innamorato dell'Italia che ho perso l'anima ceca. All'inizio mi divertivo ascoltando i dialetti, le diverse pronunce e le cadenze. Mi piaceva tantissimo imitare i parlanti fino a tal punto che ho imparato a parlare italiano anch'io"
CZECH-IT,survey-message,I086,L051,CS,Perché ho dovuto parlare italiano al lavoro
CZECH-IT,survey-message,I089,L060,CS,Mi sembrava una lingua bella
CZECH-IT,survey-message,I090,L061,SK,amo l´italiano
CZECH-IT,survey-message,I093,L064,CS,L'amo
CZECH-IT,survey-message,I094,L065,CS,Perché mi piace la cultura italiana
CZECH-IT,survey-message,I095,L066,CS,perché mi sempre piaceva la lingua italiana
CZECH-IT,survey-message,I096,L067,SK,Per la curiosita e per poter parlare con gli uomini italiani
CZECH-IT,survey-message,I097,L075,CS,"l´italiano mi e piaciuto quando ero piccola. Avevo paura della grammatica mi sembrava molto difficile. Dopo ho iniziato ad avere i lezioni dell´italiano. Quando studiavo la scuola piu alta, ho scelto l´italiano come terza lingua da studiare. Sono andata in Italia nella stagione dell´estate. Ci imparavo molto perche parlavo ed ascoltavo l´italiano 12 ore di giorno. Lavoravo in Italia per 6 mesi"
CZECH-IT,survey-message,I098,L076,CS,Stavo imparando il latino e volevo sfruttarlo per imparare anche una lingua romanza viva. La scelta dell'italiano è stata piuttosto casuale (la scelta tra l'italiano e lo spagnolo)
CZECH-IT,survey-message,I099,L077,CS,"Volevo studiare le lingue straniere all´universita e volevo sostituire il tedesco con un´altra lingua da aggiungere all´inglese, perché il tedesco mi sembrava troppo difficile. Mi piaceva da sempre il suono d´italiano e per quello ho iniziato a frequentare i corsi d´italiano"
CZECH-IT,survey-message,I100,L078,CS,"Dopo tre anni in Italia mi sono deciso di andare a studiare la lingua italiana piu profondo, perche mi serviva conoscera la lingua per il lavoro"
CZECH-IT,survey-message,I102,L080,SK,perche e una bella lingua
CZECH-IT,text-message,I103,L084,CS,Che abbiano la verità?
CZECH-IT,survey-message,I104,L012,CS,"Prefericso studiare quando la case è vuota. Giorno lavorativo mattina. Concentrazione dipende dalla materia che studio. Quando mi piacem è facile studiare, invece quando non mi piace ci vuole un po di tempo per cominciare ed entrare nel argomento. Dopo va tutto senza problemi. Per ricordare devo le informazione riscrivermi, scrivo anche quando faccio ripasso e parlo ad altra voce, cosi sento quello che dico. Studiando consumo tanta carta."
CZECH-IT,survey-message,I105,L012,CS,"Ultima vacazna (2 giorni) passata in Repubblica Ceca, ho visitato Moravia centrale. Era un viaggio di divertimento ed l´ho passato in compagnia. Era la compagnia che ha reso il viaggio interesante, non il posto."
CZECH-IT,survey-message,I106,L012,CS,"So cucinare e non mi piace cucinare,  Preferisco le ricette veloci e non ho una ricetta che mi piace paticolarmente.  .. dopo 5 minuti non mi è venuto in mente nessun piatto. Scusa :)"
CZECH-IT,survey-message,I107,L046,CS,"Preferisco il mezzogiorno o il pomeriggio, perché alla mattina non sono pronta, sono ancora un po' stanca. Alla sera dipende, a volte posso studiare almeno un po', ma spesso sono già stanca anche. Sì, a volte vorrei prepararmi per un esame, mi dico: ""Vai a studiare!"", ma faccio altre cose, guardo la tivù oppure scrivo su chat con qulcuno .. Ma quando studio, non conozco il tema, mi dico qualche volta la parola per darla alla memoria. Ascolto la musica italiana o qulache conversazione italiana su internet, perché per me è molto importante sentire qualche parola dalla bocca del parlante nativo."
CZECH-IT,survey-message,I108,L046,CS,"Sono tornata da Austria tre giorni fa. Sono stata a Vienna da tre giorni con la mia miglior amica, ci siamo divertite tanto. Abbiamo visto quasi tutti monumenti che ci sono, per esempio la Chiesa di San Carlo oppure tutti e due Castelli (di Schönbrunn e del Belvedere). Ci è piacciuta tanto! Abbiamo mangiato in qualche ristorante italiano, perché amiamo la cucina italiana. Non vedo l'ora di visitare altro posto all'estero."
CZECH-IT,survey-message,I109,L046,CS,"Va bene, continuo con la cucina italiana ancora. Mi piacciono tanto gli spaghetti alla carbonara. Ho bisogno gli spaghetti, le uova, il guanciale, un formaggio (quando non ho il Pecorino) e il pepe. Cuoco gli spaghetti in acqua bollente e salata. Poi taglio il guanciale, sbatto i tuorli delle uova con un formaggio e una macinata di pepe nero. Servo insieme."
CZECH-IT,survey-message,I110,L005,SK,"Si dice che la vita di studio è senza problemi e obblighi e così via. Penso che a volte anche la vita di uno studente è molto stressante e impegnativo e non solo nel periodo di esame. Se una persona sta studiando ogni giorno, a volte dalla mattina alla sera, è abbastanza faticoso. Per me personalmente è il momento migliore per concentrarsi al mattino circa 10, o 2 ore dopo pranzo. Non deve essere né troppo presto né troppo tardi la sera. Secondo me sono le migliori tecniche di ricordare le informazioni come un'interessante presentazione, che si può ancora vedere lo studente a casa, o in quali materiali non sono implicati qui. Sempre è anche un tipo di altoparlante."
CZECH-IT,survey-message,I111,L005,SK,"La mia ultima vacanza era in estate quando sono con i miei amici e il mio ragazzo siamo andati a sud della Croazia, per la città Omiš. La nostra vacanza è durato solo 3 giorni, ed ecco perché abbiamo cercato di sfruttare il tempo e fare tutto da fare in vacanza ha. Il mare era molto bella e pulita, e un giorno è stato molto burrascoso. La città Omiš è molto bello, soprattutto i più anziani downtown offre il giusto tocco per le vacanze. Abbiamo anche visitato il bellissimo porto città di Trogir, dove si possono vedere navi, quello che sembrava."
CZECH-IT,survey-message,I112,L005,SK,"In primo luogo, preparare una miscela di carne, cipolle e pomodori. Poi prepareremo la besciamella, la salsa di formaggio. Fette di lasagne abbiamo messo in acqua calda prima e quindi abbiamo strato: lasagne, miscela e la salsa in una teglia. Per cominciare, dovrebbe essere un misto di carne e l'ultimo strato dovrebbe essere la salsa. Quindi, si possono cuocere le lasagne e dopo circa 25 minuti, ad esempio, sono stati preparati per il pranzo. Adoro le lasagne, sto preparando a casa con un amico, di solito per la cena. Nel ristorante, ho avuto solo una versione vegetariana, ma erano molto buone."
CZECH-IT,survey-message,I113,L023,CS,Per studio preferisco le sere. Moneriggio non ho tempo e ogni mattina lavoro. In mia etá non é facile concentrarsi allora é un po difficile. Ora ho trovato su Youtube canale la Treccani scuola e mi piace molto studiare con i videi che ci trovo. La tecnica audiovisuale mi fa molto bene.
CZECH-IT,survey-message,I114,L023,CS,"Perché sono vissuta in Italia precisamente al Lago di Garda trascorriamo tutte le vacanze ogni anno li. Facciamo le gite a Verona, a Peschiera del Garda, a Lazise, a Sirmione e a Garda. Nostre vacanze sono prevelamente di divertimenti ma qualchevolta anche culturali, per esempio monumenti a Verona. Viaggio sempre con mia famiglia e miei genitori. Tutti amiamo tanto Italia. Posso dare un consiglio perché sono sicura che questa localitá piacerebbe a tutti e é piena di divertimenti."
CZECH-IT,survey-message,I115,L023,CS,"Mi piace mangiare pasta al ragú. Non sono tanto brava in cucina, cucinare non é niente per me. Allora la pasta metto nel´acqua bollita, le lascio circa 10 minuti. Dopo prendo il ragú, lo riscaldo e mischio."
CZECH-IT,survey-message,I116,L020,CS,"La mattina dalle 8 alle 10. Dipende che cosa studio. Lego il testo, poi devo capirlo, charachterizo il testo con qualche frase e le ripetto."
CZECH-IT,survey-message,I117,L020,CS,"Sono stata con gli amici in Slovacco in Tatry per una settimana. Abbiamo trascorsi i giorni nelle montagne oppure abbiamo rilassato in un aquaparco, abbiamo visitato un castello e cosi via. Abbiamo dormito in due autocamp durante nostra vacanze. Siamo stati la in grande guppa di gente, verso venti persone. A chi piacono le montagne consiglio Tatry, perché sono bellissime, pulite e si mangia bene."
CZECH-IT,survey-message,I118,L020,CS,"Oggi ho cucinato la zuppa dello spinaci. Da ieri è rimasto un po dello spinaci. Allora l'ho messo in una pentola con l'aqua, carrota, spagetti, olio d'oliva e l'ho lasito di bollire. Dopo dieci minuti e la zuppa pronta."
CZECH-IT,survey-message,I119,L026,CS,"Studiare è fantastico e faticoso. Allena la mente e ci da una cultura generale. E come studiare? La cosa più importante è la organizzazione. Sapere organizzare legiornate, pianificare e in ognuna giornata trovare il tempo per lo studio. L'ideale sarebbe studiare prima di mezzogiorno, non più di trenta minuticon delle pausee riposini. Teoricamente sono bene attrezzata, ma in pratica sono le cose ben diverse. Cioè studio di notte, tutto insieme all'ultimo momento in una enorme continuazione, ma con voglia e piacere. Come metodo preferisco riassunti e evidenzio le parole chiave."
CZECH-IT,survey-message,I120,L026,CS,"L'ultima vacanza? se ricordo bene sono andata con mio figlio in Croazia. Abbiamo visitato la isola Brac e anche se abbiamo fatta tanta strada, per arrivarci, il viaggio è stato abbastanza piacevole e divertente. Una tipica vacanza al mare. Niente di più. Io e lui. Si prendeva sole, si facevano le camminate, si nuotava, scherzava, mangiava gelato... E basta."
CZECH-IT,survey-message,I121,L026,CS,"Particolarmente mi piace una ricetta di origine ceca. La chiamiamo ""Svíčková"" ed è praticamente una carne bovina con suco e gnocchi alla viennese. La cucina ceca è piena di succhi e gnocchi - fatti come contorno o come desert. Per preparare la ricetta dobbiamo steccare la carne con la pancetta e arrostirla dopo di che arrostiamo la verdura aggiungiamo diverse spezie e insieme alla carne mettiamo nel forno. Ilsucco lo prepariamo aggiungendo la panna e il contorno prepariamo usando panini, uova e sale. Una ricetta delicatae per noi cosˇi speciale. Come desert amo le brownies,fatte con la cioccolata fondente."
CZECH-IT,survey-message,I122,L075,CS,"Non so se lo preferisco, ma posso studiare solo la sera. Prima devo lavorare o occupare mia famiglia. Ora, quando studio con lavoro, cerco di studiare continuamente. Studio leggendo e facendo appunti sulle cartine piccole (quelli che puoi incollare). Qualche volta è difficile concentrarmi, succede quando sono stanca morta, in questo caso non studio e prendo un libro normale o vado a dormire."
